,Unnamed: 0,Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
294,294,Cacao de Origen,"Chuao, Aragua region",1395,2014,70,Venezuela,3.75,Trinitario,Venezuela
295,295,Cacao de Origin,Hacienda la Trinidad,1668,2015,74,Venezuela,3.25, ,Venezuela
296,296,Cacao Hunters,Macondo,1816,2016,71,Colombia,3.75, ,Colombia
297,297,Cacao Hunters,Perla Negra,1816,2016,74,Colombia,3.75, ,Colombia
298,298,Cacao Hunters,Arhuacos,1662,2015,72,Colombia,3.75, ,Colombia
299,299,Cacao Hunters,Sierra Nevada,1430,2014,64,Colombia,3.5, ,Colombia
300,300,Cacao Hunters,Tumaco,1430,2014,70,Colombia,3.5, ,Colombia
301,301,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69,Colombia,2.75, ,Colombia
302,302,Cacao Hunters,Arauca,1434,2014,70,Colombia,3.25, ,Colombia
303,303,Cacao Market,"Jutiapa, lot 050916D",1860,2016,70,U.S.A.,3.5,Trinitario,Honduras
304,304,Cacao Prieto,"Criollo, Dominican Republic",991,2012,72,U.S.A.,3.75,Criollo,Dominican Republic
305,305,Cacao Prieto,"Dominican Republicm, rustic",641,2011,72,U.S.A.,3.0, ,Dominican Republic
306,306,Cacao Prieto,Dominican Republic,641,2011,66,U.S.A.,3.75, ,Dominican Republic
307,307,Cacao Prieto,"Dominican Republic, rustic",647,2011,65,U.S.A.,3.25, ,Dominican Republic
308,308,Cacao Sampaka,"Mahali, Kasai",1908,2016,70,Spain,3.5,Criollo,Congo
309,309,Cacao Sampaka,Madagascar,508,2010,71,Spain,3.5,Trinitario,Madagascar
310,310,Cacao Sampaka,Ecuador,523,2010,71,Spain,3.75, ,Ecuador
311,311,Cacao Sampaka,Papua,523,2010,71,Spain,4.0, ,Papua New Guinea
312,312,Cacao Sampaka,Grenada,537,2010,71,Spain,3.25,Trinitario,Grenada
313,313,Cacao Sampaka,Venezuela,537,2010,71,Spain,3.5, ,Venezuela
314,314,Cacao Sampaka,Venezuela,537,2010,77,Spain,3.5, ,Venezuela
315,315,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70,Spain,4.0,Criollo,Mexico
316,316,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70,Spain,4.0,Criollo,Mexico
317,317,Cacao Store,Madagascar,1684,2015,70,Japan,3.0,Trinitario,Madagascar
318,318,Cacao Store,Peru,1684,2015,70,Japan,3.25, ,Peru
319,319,Cacao Store,Vietnam,1684,2015,70,Japan,3.5,Trinitario,Vietnam
320,320,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70,Peru,3.25, ,Peru
321,321,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63,Ecuador,3.5,Forastero (Arriba),Ecuador
322,322,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71,Ecuador,3.5,Forastero (Arriba),Ecuador
323,323,Cacaoyere (Ecuatoriana),Bolivar,245,2008,82,Ecuador,2.5,Forastero (Arriba),Ecuador
324,324,Cacaoyere (Ecuatoriana),Pichincha,259,2008,91,Ecuador,1.5,Forastero (Arriba),Ecuador
325,325,Callebaut,Grenade,296,2008,60,Belgium,2.75,Trinitario,Grenada
326,326,Callebaut,Baking,141,2007,70,Belgium,1.0, ,Ecuador
327,327,C-Amaro,Cuba,1442,2014,75,Italy,2.5, ,Cuba
328,328,C-Amaro,Dominican Republic,1442,2014,72,Italy,3.0, ,Dominican Republic
329,329,C-Amaro,"Lago di Como, Blu",1442,2014,70,Italy,3.5,Blend, 
330,330,C-Amaro,Ecuador,1185,2013,100,Italy,3.5, ,Ecuador
331,331,C-Amaro,Venezuela,809,2012,80,Italy,3.0, ,Venezuela
332,332,C-Amaro,Sao Tome,749,2011,78,Italy,2.25,Forastero,Sao Tome
333,333,C-Amaro,Trinidad,765,2011,70,Italy,2.5,Trinitario,Trinidad
334,334,Cao,Porcelana,1804,2016,75,U.S.A.,2.5,Criollo,Venezuela
335,335,Cao,Tanzania,1804,2016,73,U.S.A.,2.75, ,Tanzania
336,336,Cao,"Porcelana, Batch 5163",1804,2016,70,U.S.A.,3.0,Criollo,Venezuela
337,337,Cao,Bolivia,1808,2016,75,U.S.A.,3.0, ,Bolivia
338,338,Cao,Brazil,1808,2016,70,U.S.A.,3.25,Trinitario,Brazil
339,339,Caoni (Tulicorp),Esmeraldas,237,2008,77,Ecuador,2.0,Forastero (Arriba),Ecuador
340,340,Caoni (Tulicorp),Manabi,237,2008,77,Ecuador,2.5,Forastero (Arriba),Ecuador
341,341,Caoni (Tulicorp),Los Rios,245,2008,77,Ecuador,2.75,Forastero (Arriba),Ecuador
342,342,Caoni (Tulicorp),Manabi,266,2008,55,Ecuador,3.0,Forastero (Arriba),Ecuador
343,343,Caoni (Tulicorp),Los Rios,269,2008,55,Ecuador,3.25,Forastero (Arriba),Ecuador
344,344,Caoni (Tulicorp),Esmeraldas,269,2008,55,Ecuador,3.5,Forastero (Arriba),Ecuador
345,345,Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70,New Zealand,3.5,Trinitario,Papua New Guinea
346,346,Captain Pembleton,Kulili Estate,1263,2014,70,New Zealand,3.75, ,Papua New Guinea
347,347,Caribeans,"Antigua, Special Reserve",1582,2015,72,Costa Rica,3.5, ,Guatemala
348,348,Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72,Costa Rica,3.25, ,Costa Rica
349,349,Caribeans,Anselmo Paraiso Estate,1586,2015,72,Costa Rica,3.5, ,Costa Rica
350,350,Caribeans,Costa Rica,841,2012,72,Costa Rica,3.0,Forastero,Costa Rica
351,351,Caribeans,Costa Rica,845,2012,80,Costa Rica,2.75,Forastero,Costa Rica
352,352,Carlotta Chocolat,Arauca,1884,2016,65,Colombia,3.0,Trinitario,Colombia
353,353,Carlotta Chocolat,Tumaco,1888,2016,65,Colombia,3.25,Trinitario,Colombia
354,354,Carlotta Chocolat,Cordoba,1888,2016,65,Colombia,3.25,Trinitario,Colombia
355,355,Carlotta Chocolat,Huila,1888,2016,65,Colombia,3.5,Trinitario,Colombia
356,356,Carlotta Chocolat,Cesar,1888,2016,65,Colombia,3.5,CCN51,Colombia
357,357,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72,U.S.A.,4.0,Trinitario,Belize
358,358,Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72,U.S.A.,3.5,Trinitario,Honduras
359,359,Castronovo,"Duarte, Batch 360",1570,2015,70,U.S.A.,3.75,"Criollo, Trinitario",Domincan Republic
360,360,Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72,U.S.A.,3.5, ,Venezuela
361,361,Castronovo,Sierra Nevada,1347,2014,72,U.S.A.,3.5,"Criollo, Trinitario",Colombia
362,362,Castronovo,Arauca,1371,2014,76,U.S.A.,3.5,"Criollo, Trinitario",Colombia
363,363,Castronovo,Elvesia P.,1407,2014,70,U.S.A.,2.75,Trinitario,Dominican Republic
364,364,Castronovo,Bolivia,1101,2013,70,U.S.A.,3.0,Trinitario,Bolivia
365,365,Castronovo,Conacado,1101,2013,73,U.S.A.,3.5,Trinitario,Dominican Republic
366,366,Castronovo,San Martin,1105,2013,70,U.S.A.,2.5,Criollo,Peru
367,367,Castronovo,"Guaniamo, Amazonas",1105,2013,70,U.S.A.,3.25, ,Venezuela
368,368,Castronovo,Nicaragua,1109,2013,72,U.S.A.,3.25,Trinitario,Nicaragua
369,369,Castronovo,Tumbes,1153,2013,70,U.S.A.,2.75,Criollo,Peru
370,370,Castronovo,Guaniamo,1153,2013,72,U.S.A.,3.0, ,Venezuela
371,371,Cello,Ecuador,1247,2014,70,U.S.A.,2.5, ,Ecuador
372,372,Cello,Peru,1247,2014,70,U.S.A.,2.75, ,Peru
373,373,Cello,Venezuela,1251,2014,70,U.S.A.,2.75, ,Venezuela
374,374,Cello,Bolivia,1251,2014,70,U.S.A.,3.0, ,Bolivia
375,375,Cemoi,Equateur,404,2009,72,France,2.75, ,Ecuador
376,376,Chaleur B,Uganda,1426,2014,70,Canada,2.75,Forastero,Uganda
377,377,Charm School,Maya Mtn,1900,2016,70,U.S.A.,3.25, ,Belize
378,378,Chchukululu (Tulicorp),Arriba,486,2010,55,Ecuador,2.75,Forastero (Arriba),Ecuador
379,379,Chchukululu (Tulicorp),Los Rios,252,2008,75,Ecuador,3.0,Forastero (Arriba),Ecuador
380,380,Chequessett,la Amistad,1235,2014,70,U.S.A.,3.5, ,Costa Rica
381,381,Chloe Chocolat,Blend No. 1,672,2011,70,France,3.5, , 
382,382,Chocablog,Ecuador,1454,2015,70,U.K.,3.25, ,Ecuador
383,383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75,Germany,3.0,Trinitario,Belize
384,384,Choco Del Sol,Maya Mountain,1407,2014,82,Germany,3.25,Trinitario,Belize
385,385,Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70,South Korea,2.75,Trinitario,Vietnam
386,386,Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70,South Korea,3.5,Trinitario,Malaysia
387,387,Chocolarder,Peru,1482,2015,65,U.K.,2.5,Criollo,Peru
388,388,Chocolarder,Peru + nibs,1482,2015,65,U.K.,2.75,Criollo,Peru
389,389,Chocolarder,Dominican Republic,1514,2015,80,U.K.,2.5, ,Dominican Republic
390,390,Chocola'te,Madagascar,647,2011,70,U.S.A.,3.75,Trinitario,Madagascar
391,391,Chocola'te,Venezuela,647,2011,68,U.S.A.,3.75, ,Venezuela
392,392,Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90,U.S.A.,2.5, ,Peru
393,393,Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80,U.S.A.,2.5, , 
394,394,Chocolate Con Amor,Wild Bolivian,1760,2016,70,U.S.A.,2.5, ,Bolivia
395,395,Chocolate Con Amor,Uganda,1760,2016,70,U.S.A.,2.75, ,Uganda
396,396,Chocolate Con Amor,Dominican Republic,1764,2016,60,U.S.A.,3.0, ,Dominican Republic
397,397,Chocolate Con Amor,Dominican Republic,1764,2016,75,U.S.A.,3.0, ,Dominican Republic
398,398,Chocolate Con Amor,Ocumare,1764,2016,80,U.S.A.,3.0,Criollo (Ocumare),Venezuela
399,399,Chocolate Con Amor,Ecuador,1764,2016,70,U.S.A.,3.25, ,Ecuador
400,400,Chocolate Con Amor,Nicaragua,1768,2016,80,U.S.A.,2.75, ,Nicaragua
401,401,Chocolate Conspiracy,Peru,1259,2014,74,U.S.A.,2.75, ,Peru
402,402,Chocolate Makers,Tres Hombres,1530,2015,75,Amsterdam,3.25,Trinitario,Dominican Republic
403,403,Chocolate Makers,"Congo, Gorilla bar",1530,2015,68,Amsterdam,3.5,Forastero,Congo
404,404,Chocolate Makers,"Peru, Awagum bar",1530,2015,80,Amsterdam,3.75,Criollo,Peru
405,405,"Chocolate Tree, The",Maranon,1582,2015,69,Scotland,3.75,Forastero (Nacional),Peru
406,406,"Chocolate Tree, The",Carenero Superior,1582,2015,80,Scotland,3.75,Trinitario,Venezuela
407,407,"Chocolate Tree, The",Peru,1121,2013,70,Scotland,3.75,Forastero (Nacional),Peru
408,408,"Chocolate Tree, The",Ecuador,919,2012,82,Scotland,2.5,Forastero (Arriba),Ecuador
409,409,"Chocolate Tree, The",Peru,919,2012,68,Scotland,2.75,Criollo,Peru
410,410,"Chocolate Tree, The",Madagascar,919,2012,72,Scotland,3.25,Criollo,Madagascar
411,411,Chocolats Privilege,Xoconusco,1219,2014,70,Canada,2.5,Criollo,Mexico
412,412,ChocoReko,Patanemo,1454,2015,77,Japan,3.0,Criollo,Venezuela
413,413,Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65,Canada,3.25, ,Mexico
414,414,Chocovic,Xoconusco,478,2010,71,Spain,3.25,Criollo,Mexico
415,415,Chocovic,Sambirano,478,2010,71,Spain,3.5,Trinitario,Madagascar
416,416,Chocovic,Kendari,439,2009,60,Spain,3.25, , 
417,417,Chocovic,Tarakan,439,2009,75,Spain,3.25, , 
418,418,Chocovic,Ocumare,209,2008,71,Spain,3.5,Criollo,Venezuela
419,419,Chocovic,"Bolivar, Guaranda",117,2007,71,Spain,2.5,Forastero (Arriba),Ecuador
420,420,Chocovic,Guyave,117,2007,71,Spain,2.5,Trinitario,Grenada
421,421,Chocovic,Maragda,117,2007,70,Spain,3.0,Blend, 
422,422,Chocovivo,Tabasco,1522,2015,65,U.S.A.,2.5,Trinitario,Mexico
423,423,Chocovivo,Tabasco,1522,2015,75,U.S.A.,2.5,Trinitario,Mexico
424,424,Choklat,Ocumare,377,2009,80,Canada,2.5,Criollo,Venezuela
425,425,Choklat,"Porcelana, Tabasco",377,2009,70,Canada,2.75,Criollo,Mexico
426,426,Choklat,Brazilian,377,2009,70,Canada,3.0, ,Brazil
427,427,Choklat,Brazilian,377,2009,80,Canada,3.0, ,Brazil
428,428,Choklat,Ocumare,377,2009,70,Canada,3.0,Criollo,Venezuela
429,429,Chokolat Elot (Girard),Guadeloupe,1149,2013,42,Martinique,2.75, ,Martinique
430,430,Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75,Canada,3.25, ,Mexico
431,431,Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68,Canada,3.75,Forastero (Nacional),Peru
432,432,Chuao Chocolatier,Choroni,445,2009,61,U.S.A.,3.0,Criollo,Venezuela
433,433,Chuao Chocolatier (Pralus),Chuao,486,2010,77,U.S.A.,2.75,Trinitario,Venezuela
434,434,Claudio Corallo,Terreiro Velho P.,470,2010,74,Sao Tome,3.75,Forastero,Sao Tome & Principe
435,435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80,Sao Tome,3.0,Forastero,Sao Tome & Principe
436,436,Claudio Corallo,Terreiro Velho P.,227,2008,75,Sao Tome,4.0,Forastero,Sao Tome & Principe
437,437,Claudio Corallo,Principe,252,2008,100,Sao Tome,1.0,Forastero,Sao Tome & Principe
438,438,Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73,U.S.A.,3.5, ,Ecuador
439,439,Coleman & Davis,Sambirano,1646,2015,75,U.S.A.,3.0,Trinitario,Madagascar
440,440,Compania de Chocolate (Salgado),Sur del Lago,579,2010,70,Argentina,3.25, ,Venezuela
441,441,Compania de Chocolate (Salgado),Carenero Superior,292,2008,80,Argentina,2.75,Trinitario,Venezuela
442,442,Compania de Chocolate (Salgado),Moxos,292,2008,72,Argentina,3.25, ,Bolivia
443,443,Compania de Chocolate (Salgado),Ocumare,292,2008,70,Argentina,3.75,Criollo,Venezuela
444,444,Compania de Chocolate (Salgado),Esmeraldas,296,2008,88,Argentina,2.75,Forastero (Nacional),Ecuador
445,445,Condor,Camino Verde,1630,2015,76,U.S.A.,3.5, ,Ecuador
446,446,Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78,U.S.A.,2.75,Trinitario,Vietnam
447,447,Coppeneur,"Ecuador, Puristique",1169,2013,65,Germany,3.25,Forastero (Nacional),Ecuador
448,448,Coppeneur,Ghana Puristique,813,2012,85,Germany,3.5,Forastero,Ghana
449,449,Coppeneur,Ecuador Puristique,817,2012,100,Germany,1.5, ,Ecuador
450,450,Coppeneur,Uba Budo,821,2012,72,Germany,3.75,Forastero,Sao Tome & Principe
451,451,Coppeneur,Madagascar,959,2012,70,Germany,3.5,Trinitario,Madagascar
452,452,Coppeneur,Grenada,470,2010,72,Germany,3.25,Trinitario,Grenada
453,453,Coppeneur,Chuao,478,2010,70,Germany,3.0,Trinitario,Venezuela
454,454,Coppeneur,"Los Rios, H. Iara",558,2010,72,Germany,2.5,Nacional,Ecuador
455,455,Coppeneur,Trinidad,558,2010,72,Germany,3.0,Trinitario,Trinidad
456,456,Coppeneur,Jamaica,558,2010,72,Germany,3.25,Trinitario,Jamaica
457,457,Coppeneur,Ocumare 61,558,2010,72,Germany,3.25,Criollo (Ocumare 61),Venezuela
458,458,Coppeneur,"Porcelana, Apotequil",341,2009,72,Germany,3.0,Criollo,Peru
459,459,Coppeneur,"Porcelana, Apotequil",445,2009,62,Germany,3.25,Criollo,Peru
460,460,Coppeneur,Chuao 100hr,451,2009,70,Germany,3.5,"Criollo, Trinitario",Venezuela
461,461,Coppeneur,Chuao 70hr,451,2009,70,Germany,3.75,"Criollo, Trinitario",Venezuela
462,462,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72,Germany,3.0,Criollo,Mexico
463,463,Coppeneur,"Porcelana, Venezuela",220,2008,72,Germany,3.0,Criollo (Porcelana),Venezuela
464,464,Coppeneur,"Sambirano, Menava P.",196,2007,72,Germany,3.0,Trinitario,Madagascar
465,465,Cote d' Or (Kraft),Sensations Intense,48,2006,70,Belgium,1.0, , 
466,466,Cravve,New Ireland,1283,2014,70,Australia,2.5,Forastero,Papua New Guinea
467,467,Cravve,"Vanuatu, batch 2410",1335,2014,83,Australia,2.75,Trinitario,Vanuatu
468,468,Cravve,"Tanzania, batch a1",971,2012,75,Australia,3.25,Forastero,Tanzania
469,469,Cravve,"Bahia, batch a1213",975,2012,65,Australia,3.25,Trinitario,Brazil
470,470,Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67,Australia,3.25,Trinitario,Fiji
471,471,Cravve,Vanuatu,975,2012,64,Australia,3.25,Trinitario,Vanuatu
472,472,Cravve,Djual Island,975,2012,75,Australia,3.5,Forastero,Papua New Guinea
473,473,Creo,"""heirloom"", Arriba Nacional",1736,2016,85,U.S.A.,3.25,Forastero (Nacional),Ecuador
474,474,Creo,"""heirloom"", Arriba Nacional",1736,2016,73,U.S.A.,3.75,Forastero (Nacional),Ecuador
475,475,Daintree,Goodman Estate,1654,2015,70,Australia,2.75, ,Australia
476,476,Daintree,"Daintree Estates, N. Queensland",785,2011,70,Australia,3.25, ,Australia
477,477,Dalloway,"Dominican Republic, batch 7",1928,2017,72,U.S.A.,2.75, ,Dominican Republic
478,478,Damson,Robson Estate,1610,2015,70,U.K.,3.0,Trinitario,Trinidad
479,479,Damson,Los Rios,1610,2015,70,U.K.,3.5, ,Ecuador
480,480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70,U.K.,2.25, ,Grenada
481,481,Damson,O'Payo,1666,2015,70,U.K.,2.75, ,Nicaragua
482,482,Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70,U.S.A.,3.75, , 
483,483,Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70,U.S.A.,3.0,Trinitario,Belize
484,484,Dandelion,Maya Mountain,1219,2014,70,U.S.A.,3.5,Trinitario,Belize
485,485,Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70,U.S.A.,3.5, ,Ecuador
486,486,Dandelion,Buto,1303,2014,70,U.S.A.,2.75, ,Liberia
487,487,Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70,U.S.A.,3.75, ,Dominican Republic
488,488,Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70,U.S.A.,2.75, ,Venezuela
489,489,Dandelion,Patanemo,1026,2013,70,U.S.A.,3.25, ,Venezuela
490,490,Dandelion,"Mantuano, 2012",1085,2013,70,U.S.A.,3.5, ,Venezuela
491,491,Dandelion,Papua New Guinea,1153,2013,70,U.S.A.,3.5, ,Papua New Guinea
492,492,Dandelion,Upala,805,2012,70,U.S.A.,3.0, ,Costa Rica
493,493,Dandelion,Colombian,805,2012,70,U.S.A.,3.25, ,Colombia
494,494,Dandelion,"Elvesia, 2011",915,2012,70,U.S.A.,3.75, ,Dominican Republic
495,495,Dandelion,Dominican Republic,654,2011,70,U.S.A.,3.25, ,Dominican Republic
496,496,Dandelion,Madagascar,654,2011,70,U.S.A.,3.25,Trinitario,Madagascar
497,497,Dandelion,Tanzania,654,2011,70,U.S.A.,3.25, ,Tanzania
498,498,Danta,Los Ujuxtes,1223,2014,82,Guatemala,3.25, ,Guatemala
499,499,Danta,Chuao,987,2012,75,Guatemala,3.0,Trinitario,Venezuela
500,500,Danta,Los Ujuxtes,987,2012,70,Guatemala,3.75, ,Guatemala
501,501,Danta,Sambirano,987,2012,70,Guatemala,3.75,Trinitario,Madagascar
502,502,Danta,Las Acacias E.,987,2012,70,Guatemala,4.0,Criollo,Guatemala
503,503,Danta,"Oscuro, Finca Chimelb",991,2012,70,Guatemala,3.25, ,Guatemala
504,504,Danta,Los Ujuxtes,661,2011,60,Guatemala,3.5, ,Guatemala
505,505,Danta,Las Acacias E.,423,2009,75,Guatemala,3.0,Criollo,Guatemala
506,506,Danta,Las Acacias E.,423,2009,60,Guatemala,3.25,Criollo,Guatemala
507,507,DAR,"Venezuela, batch 122",1920,2016,72,U.S.A.,2.75, ,Venezuela
508,508,DAR,Vietnam,1920,2016,72,U.S.A.,3.0,Trinitario,Vietnam
509,509,DAR,"DUO, batch 002",1920,2016,70,U.S.A.,3.25, ,"Ecuador, Costa Rica"
510,510,Dark Forest,Bolivia,1708,2016,75,U.S.A.,3.25, ,Bolivia
511,511,Dark Forest,Madagascar,1550,2015,70,U.S.A.,3.0,Trinitario,Madagascar
512,512,Dark Forest,Ocumare,1550,2015,70,U.S.A.,3.25, ,Venezuela
513,513,Dark Forest,Tanzania,1554,2015,70,U.S.A.,3.0, ,Tanzania
514,514,Dark Forest,Ecuador,1554,2015,70,U.S.A.,3.25, ,Ecuador
515,515,Davis,Ghana,1093,2013,70,U.S.A.,2.5,Forastero,Ghana
516,516,Davis,Rainforest,1093,2013,70,U.S.A.,2.75, ,Dominican Republic
517,517,Davis,Venezuela,1093,2013,70,U.S.A.,2.75, ,Venezuela
518,518,Davis,West Africa,907,2012,58,U.S.A.,3.25,Forastero,West Africa
519,519,De Mendes,"Nativo, Varzea",1462,2015,72,Brazil,3.5, ,Brazil
520,520,De Mendes,"Selvagem, Jari",1462,2015,65,Brazil,3.5, ,Brazil
521,521,De Villiers,Bundibugyo District,1832,2016,70,South Africa,2.5,Forastero,Uganda
522,522,De Villiers,"Sambirano Valley, batch 2477",1832,2016,70,South Africa,3.0, ,Madagascar
523,523,Dean and Deluca (Belcolade),Madagascar,170,2007,66,U.S.A.,2.5,Trinitario,Madagascar
524,524,Dean and Deluca (Belcolade),Costa Rica,175,2007,64,U.S.A.,3.0, ,Costa Rica
525,525,Dean and Deluca (Belcolade),Ecuador,175,2007,71,U.S.A.,3.0, ,Ecuador
526,526,Dean and Deluca (Belcolade),Ghana,175,2007,60,U.S.A.,3.0,Forastero,Ghana
527,527,Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64,U.S.A.,3.0, ,Papua New Guinea
528,528,Dean and Deluca (Belcolade),Peru,180,2007,64,U.S.A.,3.0, ,Peru
529,529,Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64,France,3.0, ,Papua New Guinea
530,530,Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66,France,3.75, ,Venezuela
531,531,Desbarres,"Kilombero, batch 41",1916,2016,72,Canada,2.5, ,Tanzania
532,532,DeVries,Bolivian,241,2008,80,U.S.A.,2.75, ,Bolivia
533,533,DeVries,Costa Rica,166,2007,77,U.S.A.,3.5,Trinitario,Costa Rica
534,534,DeVries,Dominican Republic,166,2007,77,U.S.A.,3.5, ,Dominican Republic
535,535,Dick Taylor,Lanquin Estate,1952,2017,70,U.S.A.,3.75, ,Guatemala
536,536,Dick Taylor,Tien Giang,1864,2016,78,U.S.A.,3.5,Trinitario,Vietnam
537,537,Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70,U.S.A.,3.75, ,Bolivia
538,538,Dick Taylor,Elvesia,1235,2014,74,U.S.A.,3.5, ,Dominican Republic
539,539,Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70,U.S.A.,3.25, ,Ecuador
540,540,Dick Taylor,Camino Verde,1193,2013,76,U.S.A.,3.5, ,Ecuador
541,541,Dick Taylor,Bolivia,895,2012,75,U.S.A.,2.75, ,Bolivia
542,542,Dick Taylor,Belize,955,2012,72,U.S.A.,2.75,Trinitario,Belize
543,543,Dick Taylor,Sambirano,661,2011,80,U.S.A.,2.75,Trinitario,Madagascar
544,544,Dick Taylor,Sambirano,661,2011,72,U.S.A.,3.0,Trinitario,Madagascar
545,545,Dick Taylor,Mantuano,682,2011,75,U.S.A.,2.75,Criollo,Venezuela
546,546,Dick Taylor,La Red,769,2011,74,U.S.A.,3.0, ,Dominican Republic
547,547,Dick Taylor,Ecuador,769,2011,70,U.S.A.,3.25, ,Ecuador
548,548,Doble & Bignall,Puerto Cabello,1688,2015,85,U.K.,3.0, ,Venezuela
549,549,Doble & Bignall,"Panama, Raven",1371,2014,72,U.K.,3.25, ,Panama
550,550,Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72,U.K.,3.25,Trinitario,Venezuela
551,551,Doble & Bignall,Johe,1407,2014,72,U.K.,3.5,"Criollo, Trinitario",Nicaragua
552,552,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70,U.S.A.,3.75, ,Hawaii
553,553,Dolfin (Belcolade),Africa,304,2008,88,Belgium,3.0,Forastero,West Africa
554,554,Dolfin (Belcolade),Noir,63,2006,70,Belgium,1.5, , 
555,555,Domori,Hacienda Victoria,1672,2015,70,Italy,3.75, ,Ecuador
556,556,Domori,Ocumare 77,1672,2015,70,Italy,3.75,Criollo (Ocumare 77),Venezuela
557,557,Domori,"IL100, H. San Jose",1109,2013,100,Italy,3.0,Criollo,Venezuela
558,558,Domori,Morogoro,863,2012,70,Italy,3.5, ,Tanzania
559,559,Domori,Guasare,863,2012,70,Italy,3.75,Criollo,Venezuela
560,560,Domori,"Canoabo, Hacienda San Jose",693,2011,70,Italy,3.5,Criollo,Venezuela
561,561,Domori,"Chuao, Hacienda San Jose",470,2010,70,Italy,3.0,Trinitario,Venezuela
562,562,Domori,"Carupano, H. San Jose",227,2008,70,Italy,3.0,Trinitario,Venezuela
563,563,Domori,Teyuna,272,2008,70,Italy,3.0, ,Colombia
564,564,Domori,Blend No. 1,272,2008,78,Italy,3.5,Blend, 
565,565,Domori,Ilblend,272,2008,70,Italy,3.75,Blend, 
566,566,Domori,Porcelana,111,2007,70,Italy,4.0,Criollo (Porcelana),Venezuela
567,567,Domori,"Ocumare 61, Puertomar",129,2007,75,Italy,3.25,Criollo (Ocumare 61),Venezuela
568,568,Domori,Granella,135,2007,60,Italy,3.25,Trinitario,Venezuela
569,569,Domori,Madagascar,135,2007,70,Italy,3.5,Trinitario,Madagascar
570,570,Domori,Madagared,192,2007,70,Italy,3.5,Criollo,Madagascar
571,571,Domori,"Java, Javablond",192,2007,70,Italy,3.75,Criollo,Indonesia
572,572,Domori,Ecuador,192,2007,70,Italy,4.0,Forastero (Arriba),Ecuador
573,573,Domori,"Ocumare 67, Puertofino",192,2007,70,Italy,4.0,Criollo (Ocumare 67),Venezuela
574,574,Domori,Sur del Lago Classificado,87,2006,70,Italy,3.0,Trinitario,Venezuela
575,575,Domori,Apurimac,87,2006,70,Italy,3.25,Trinitario,Peru
576,576,Domori,Carenero Superior,87,2006,70,Italy,3.5,Trinitario,Venezuela
577,577,Dormouse,Non Pariel Estate,1880,2016,75,U.K.,2.75,Trinitario,Grenada
578,578,Dormouse,"Rio Caribe, Batch 7",1672,2015,70,U.K.,2.5,Trinitario,Venezuela
579,579,Dormouse,"Colombia, Batch 9",1676,2015,80,U.K.,2.75,"Criollo, Trinitario",Colombia
580,580,Dormouse,"Madagascar, Batch 8",1676,2015,77,U.K.,2.75,"Criollo, Trinitario",Madagascar
581,581,Duffy's,"Rio Dulce, Xoco",1662,2015,70,U.K.,4.0,Criollo,Guatemala
